0.000000, 100.000000, 0.000000
0.005000, 70.296626, 0.955000
0.010000, 66.159702, 0.955000
0.015000, 64.656884, 0.955000
0.020000, 63.935877, 0.955000
0.025000, 63.523028, 0.955000
0.030000, 63.583170, 0.025500
0.035000, 63.396671, 0.030500
0.040000, 63.262598, 0.035500
0.045000, 63.162851, 0.040500
0.050000, 63.086278, 0.045500
0.055000, 63.025518, 0.050500
0.060000, 62.975656, 0.055500
0.065000, 62.933360, 0.060500
0.070000, 62.896940, 0.065500
0.075000, 62.864834, 0.070500
0.080000, 62.835671, 0.075500
0.085000, 62.808394, 0.080500
0.090000, 62.782180, 0.085500
0.095000, 62.756418, 0.090500
0.100000, 62.730952, 0.095500
0.105000, 62.705719, 0.100500
0.110000, 62.680363, 0.105500
0.115000, 62.654593, 0.110500
0.120000, 62.628163, 0.115500
0.125000, 62.601381, 0.120500
0.130000, 62.580029, 0.125500
0.135000, 62.572562, 0.130500
0.140000, 62.565444, 0.135500
0.145000, 62.558587, 0.140500
0.150000, 62.551980, 0.145500
0.155000, 62.545393, 0.150500
0.160000, 62.538703, 0.155500
0.165000, 62.532002, 0.160500
0.170000, 62.525022, 0.165500
0.175000, 62.517881, 0.170500
0.180000, 62.510403, 0.175500
0.185000, 62.502706, 0.180500
0.190000, 62.494690, 0.185500
0.195000, 62.486484, 0.190500
0.200000, 62.477980, 0.195500
0.205000, 62.469248, 0.200500
0.210000, 62.460206, 0.205500
0.215000, 62.450856, 0.210500
0.220000, 62.441169, 0.215500
0.225000, 62.431564, 0.220500
0.230000, 62.426068, 0.225500
0.235000, 62.422753, 0.230500
0.240000, 62.419275, 0.235500
0.245000, 62.415656, 0.240500
0.250000, 62.411924, 0.245500
0.255000, 62.407994, 0.250500
0.260000, 62.403872, 0.255500
0.265000, 62.399615, 0.260500
0.270000, 62.395135, 0.265500
0.275000, 62.390480, 0.270500
0.280000, 62.385670, 0.275500
0.285000, 62.380646, 0.280500
0.290000, 62.375464, 0.285500
0.295000, 62.370120, 0.290500
0.300000, 62.364576, 0.295500
0.305000, 62.358871, 0.300500
0.310000, 62.353283, 0.305500
0.315000, 62.350206, 0.310500
0.320000, 62.347977, 0.315500
0.325000, 62.345659, 0.320500
0.330000, 62.343204, 0.325500
0.335000, 62.340656, 0.330500
0.340000, 62.337956, 0.335500
0.345000, 62.335147, 0.340500
0.350000, 62.332182, 0.345500
0.355000, 62.329108, 0.350500
0.360000, 62.325894, 0.355500
0.365000, 62.322568, 0.360500
0.370000, 62.319098, 0.365500
0.375000, 62.315530, 0.370500
0.380000, 62.311838, 0.375500
0.385000, 62.308046, 0.380500
0.390000, 62.304124, 0.385500
0.395000, 62.300095, 0.390500
0.400000, 62.295954, 0.395500
0.405000, 62.291699, 0.400500
0.410000, 62.287322, 0.405500
0.415000, 62.282865, 0.410500
0.420000, 62.278885, 0.415500
0.425000, 62.276386, 0.420500
0.430000, 62.273819, 0.425500
0.435000, 62.271153, 0.430500
0.440000, 62.268391, 0.435500
0.445000, 62.265551, 0.440500
0.450000, 62.262613, 0.445500
0.455000, 62.259614, 0.450500
0.460000, 62.256510, 0.455500
0.465000, 62.253316, 0.460500
0.470000, 62.250040, 0.465500
0.475000, 62.246668, 0.470500
0.480000, 62.243232, 0.475500
0.485000, 62.239694, 0.480500
0.490000, 62.236242, 0.485500
0.495000, 62.234212, 0.490500
0.500000, 62.232107, 0.495500
0.505000, 62.229928, 0.500500
0.510000, 62.227676, 0.505500
0.515000, 62.225360, 0.510500
0.520000, 62.222986, 0.515500
0.525000, 62.220541, 0.520500
0.530000, 62.218020, 0.525500
0.535000, 62.215423, 0.530500
0.540000, 62.212764, 0.535500
0.545000, 62.210033, 0.540500
0.550000, 62.207253, 0.545500
0.555000, 62.204397, 0.550500
0.560000, 62.201471, 0.555500
0.565000, 62.198467, 0.560500
0.570000, 62.195418, 0.565500
0.575000, 62.192294, 0.570500
0.580000, 62.189126, 0.575500
0.585000, 62.185936, 0.580500
0.590000, 62.183246, 0.585500
0.595000, 62.181103, 0.590500
0.600000, 62.178920, 0.595500
0.605000, 62.176675, 0.600500
0.610000, 62.174376, 0.605500
0.615000, 62.172025, 0.610500
0.620000, 62.169626, 0.615500
0.625000, 62.167201, 0.620500
0.630000, 62.164722, 0.625500
0.635000, 62.162201, 0.630500
0.640000, 62.159624, 0.635500
0.645000, 62.156995, 0.640500
0.650000, 62.154354, 0.645500
0.655000, 62.152014, 0.650500
0.660000, 62.150218, 0.655500
0.665000, 62.148376, 0.660500
0.670000, 62.146481, 0.665500
0.675000, 62.144539, 0.670500
0.680000, 62.142559, 0.675500
0.685000, 62.140532, 0.680500
0.690000, 62.138453, 0.685500
0.695000, 62.136327, 0.690500
0.700000, 62.134160, 0.695500
0.705000, 62.131951, 0.700500
0.710000, 62.129695, 0.705500
0.715000, 62.127397, 0.710500
0.720000, 62.125055, 0.715500
0.725000, 62.122673, 0.720500
0.730000, 62.120243, 0.725500
0.735000, 62.117774, 0.730500
0.740000, 62.115259, 0.735500
0.745000, 62.112715, 0.740500
0.750000, 62.110125, 0.745500
0.755000, 62.107501, 0.750500
0.760000, 62.104832, 0.755500
0.765000, 62.102129, 0.760500
0.770000, 62.099384, 0.765500
0.775000, 62.096599, 0.770500
0.780000, 62.093771, 0.775500
0.785000, 62.090907, 0.780500
0.790000, 62.088003, 0.785500
