0.000000, 49.050317, 0.035000
0.005000, 49.048713, 0.005000
0.010000, 49.047553, 0.010000
0.015000, 49.046392, 0.015000
0.020000, 49.045229, 0.020000
0.025000, 49.044065, 0.025000
0.030000, 49.042899, 0.030000
0.035000, 49.041732, 0.035000
0.040000, 49.040564, 0.040000
0.045000, 49.039394, 0.045000
0.050000, 49.038223, 0.050000
0.055000, 49.037051, 0.055000
0.060000, 49.035878, 0.060000
0.065000, 49.034703, 0.065000
0.070000, 49.033527, 0.070000
0.075000, 49.032350, 0.075000
0.080000, 49.031171, 0.080000
0.085000, 49.029991, 0.085000
0.090000, 49.028810, 0.090000
0.095000, 49.027628, 0.095000
0.100000, 49.026445, 0.100000
0.105000, 49.025260, 0.105000
0.110000, 49.024074, 0.110000
0.115000, 49.022887, 0.115000
0.120000, 49.021698, 0.120000
0.125000, 49.020509, 0.125000
0.130000, 49.019318, 0.130000
0.135000, 49.018125, 0.135000
0.140000, 49.016932, 0.140000
0.145000, 49.015737, 0.145000
0.150000, 49.014542, 0.150000
0.155000, 49.013345, 0.155000
0.160000, 49.012147, 0.160000
0.165000, 49.010948, 0.165000
0.170000, 49.009747, 0.170000
0.175000, 49.008546, 0.175000
0.180000, 49.007343, 0.180000
0.185000, 49.006139, 0.185000
0.190000, 49.004934, 0.190000
0.195000, 49.003728, 0.195000
0.200000, 49.002521, 0.200000
0.205000, 49.001313, 0.205000
0.210000, 49.000103, 0.210000
0.215000, 48.998893, 0.215000
0.220000, 48.997681, 0.220000
0.225000, 48.996468, 0.225000
0.230000, 48.995254, 0.230000
0.235000, 48.994039, 0.235000
0.240000, 48.992824, 0.240000
0.245000, 48.991606, 0.245000
0.250000, 48.990388, 0.250000
0.255000, 48.989169, 0.255000
0.260000, 48.987948, 0.260000
0.265000, 48.986727, 0.265000
0.270000, 48.985505, 0.270000
0.275000, 48.984281, 0.275000
0.280000, 48.983057, 0.280000
0.285000, 48.981831, 0.285000
0.290000, 48.980604, 0.290000
0.295000, 48.979377, 0.295000
0.300000, 48.978148, 0.300000
0.305000, 48.976918, 0.305000
0.310000, 48.975688, 0.310000
0.315000, 48.974456, 0.315000
0.320000, 48.973224, 0.320000
0.325000, 48.971990, 0.325000
0.330000, 48.970756, 0.330000
0.335000, 48.969520, 0.335000
